Название улицы,contains_kgiop_objects,density,WKT
"дорога Красовского","15","0.05123681289616002","MULTILINESTRING ((30.38717 59.69268669999998, 30.3866851 59.69278179999998, 30.386238099999986 59.692855899999984, 30.3858567 59.69293079999998, 30.385617199999984 59.69297309999998), (30.385617199999984 59.69297309999998, 30.3847067 59.69315069999998))"
"дорога на Александровку","4","0.0009358349036181695","MULTILINESTRING ((30.3782375 59.712369699999975, 30.378237 59.71242209999997, 30.378217 59.712497099999986, 30.378136299999987 59.712587799999966, 30.378004699999984 59.712710199999975, 30.3775983 59.713044, 30.3765898 59.71387659999997, 30.3764165 59.71402869999997, 30.376232499999986 59.71416239999997, 30.376082699999987 59.714251, 30.376006799999985 59.714295899999975, 30.3758214 59.7143746, 30.3755136 59.71446719999999, 30.37437029999999 59.71478889999998, 30.3741533 59.71486869999998, 30.3739568 59.71496389999997, 30.3734976 59.715250399999974, 30.3724768 59.715980299999984, 30.371918499999982 59.71635129999998, 30.371312399999987 59.71672069999999, 30.3703207 59.717368, 30.369629699999987 59.71779469999998), (30.369629699999987 59.71779469999998, 30.3694124 59.717951), (30.3694124 59.717951, 30.3683962 59.718743799999984, 30.3680547 59.71901439999997, 30.3675564 59.7193977, 30.3669743 59.7198415, 30.3662471 59.72037559999998, 30.3661478 59.72042179999997, 30.3661082 59.72045009999998, 30.3660494 59.7204967, 30.365865 59.72062809999997, 30.3653717 59.72101809999999, 30.365149899999984 59.72120169999997, 30.3647086 59.72157509999999, 30.3642348 59.7219538, 30.3637141 59.72234459999998, 30.3631316 59.722771399999964, 30.36231289999999 59.7233482, 30.36152069999999 59.723957, 30.3612051 59.7242014, 30.360909 59.724442, 30.3605381 59.72475269999998, 30.3600972 59.72511019999998, 30.35952179999999 59.725555799999974, 30.35887389999999 59.72603259999998, 30.358325599999986 59.726420799999985, 30.3578108 59.72678679999997, 30.357271099999988 59.72719989999998, 30.35674159999999 59.727621, 30.3566962 59.7276555, 30.3566302 59.7277033), (30.3566302 59.7277033, 30.3564183 59.7278568, 30.3563018 59.72793229999997, 30.356124699999988 59.72803109999998))"
"переулок Белозёрки","0","0","MULTILINESTRING ((30.4201944 59.702289199999974, 30.4201056 59.7022221, 30.4199034 59.702046, 30.419735799999987 59.70191339999999), (30.4091665 59.7003372, 30.4094716 59.7003322, 30.4104204 59.70035029999996, 30.4109281 59.70036, 30.41099 59.70036119999998), (30.419735799999987 59.70191339999999, 30.4195346 59.70176319999998, 30.4190142 59.70138429999997, 30.418381 59.70096759999998), (30.418381 59.70096759999998, 30.417992 59.700684))"
"переулок Красного Курсанта","0","0","MULTILINESTRING ((30.4536398 59.68072169999997, 30.4548436 59.68027209999998), (30.4548436 59.68027209999998, 30.4550723 59.680239799999974, 30.4552723 59.68023329999998, 30.4554236 59.680237, 30.4556051 59.6802565, 30.45573069999999 59.6802762, 30.4559365 59.68032729999997, 30.45609419999999 59.680374399999955, 30.45620429999999 59.6804001, 30.4562716 59.6804025), (30.4562716 59.6804025, 30.4563872 59.68038109999998, 30.4570147 59.68017049999999))"
"переулок Мичурина","1","0.0010503007542268976","MULTILINESTRING ((30.4316902 59.68158609999998, 30.4314797 59.68161659999998, 30.43138019999999 59.6816324, 30.4302318 59.68179469999998, 30.430166299999982 59.681804, 30.4292131 59.6819571, 30.428308699999988 59.682093, 30.4281878 59.68211119999999, 30.427682499999985 59.682192199999974), (30.4253541 59.6818888, 30.4255239 59.6819142, 30.4267682 59.68219789999998, 30.4269335 59.682232499999984, 30.4270828 59.6822559, 30.427258 59.682246099999986, 30.427682499999985 59.682192199999974), (30.42989079999999 59.68082019999997, 30.4299506 59.68078949999998, 30.4305362 59.680484299999975, 30.4306886 59.68029759999999, 30.4308276 59.680028899999975))"
"площадь Египетские Ворота","2","0.0024320368359282384","MULTILINESTRING ((30.3946831 59.72849879999998, 30.3946973 59.728565, 30.3946974 59.728688699999985, 30.3947205 59.72876429999997, 30.394804599999986 59.7288783), (30.3941558 59.72926629999998, 30.3942119 59.729073399999976, 30.39426979999999 59.728979299999985, 30.3945388 59.728675199999984), (30.3943511 59.7299097, 30.3942081 59.7297447, 30.3941687 59.72968789999997, 30.3941339 59.729612099999976, 30.3941263 59.729512, 30.3941341 59.729416799999974, 30.3941558 59.72926629999998), (30.3941558 59.72926629999998, 30.3942169 59.72915959999998, 30.3942451 59.729126), (30.3950227 59.729150899999986, 30.395057099999985 59.72926019999998), (30.3942451 59.729126, 30.3943446 59.72908149999998, 30.394463299999988 59.72905109999997, 30.394524299999986 59.72903649999998, 30.3945866 59.7290294, 30.3946403 59.72902809999998, 30.394725399999988 59.729033499999964, 30.3948351 59.729065, 30.394928 59.7291017, 30.3950227 59.729150899999986), (30.3942451 59.729126, 30.3942709 59.7290896, 30.3943098 59.7290595, 30.394357399999983 59.72902979999997, 30.3944197 59.7290044, 30.394804599999986 59.7288783), (30.395057099999985 59.72926019999998, 30.3950126 59.729618899999984, 30.394984 59.7296842, 30.394768599999985 59.72991709999999), (30.394768599999985 59.72991709999999, 30.3946537 59.72996329999999, 30.3945468 59.72998089999999, 30.3944486 59.7299637, 30.3943511 59.7299097))"
"сдт ""Текстиль"" 1-я линия","0","0","LINESTRING (30.4675955 59.64893779999998, 30.4656158 59.65053889999999)"
"сдт ""Текстиль"" 2-я линия","0","0","LINESTRING (30.4664265 59.65077019999996, 30.4684415 59.64922059999997)"
"сдт ""Текстиль"" 3-я линия","0","0","LINESTRING (30.4692962 59.6495063, 30.467342799999987 59.651020199999984)"
"сдт ""Текстиль"" 4-я линия","0","0","LINESTRING (30.4682702 59.65128459999997, 30.470199099999988 59.649808)"
"сдт ""Текстиль"" 5-я линия","0","0","LINESTRING (30.4710768 59.650101399999976, 30.469166699999988 59.65152329999997)"
"сдт ""Текстиль"" 6-я линия","0","0","LINESTRING (30.4701235 59.651779, 30.47196 59.650396499999964)"
"сдт ""Текстиль"" 7-я линия","0","0","LINESTRING (30.4728125 59.6506815, 30.471077 59.65203919999998)"
"сдт ""Текстиль"" 8-я линия","0","0","LINESTRING (30.4720288 59.652298899999984, 30.4737001 59.650978099999975)"
"сдт ""Текстиль"" 9-я линия","0","0","LINESTRING (30.47282489999999 59.65251609999997, 30.4729406 59.65253529999998, 30.47301159999999 59.6524899, 30.4745161 59.6513139)"
"сдт ""Текстиль"" Съездовая линия","0","0","LINESTRING (30.4667998 59.648686799999965, 30.4666674 59.6487298, 30.4647997 59.65031429999998)"
"сдт ""Уголёк"" 1-я линия","0","0","LINESTRING (30.4650615 59.642824599999976, 30.469259099999988 59.64416859999998, 30.4693131 59.64422649999999)"
"сдт ""Уголёк"" 2-я линия","0","0","LINESTRING (30.46430039999999 59.6432825, 30.46872109999999 59.644675699999986)"
"сдт ""Уголёк"" 3-я линия","0","0","LINESTRING (30.4637022 59.64373229999998, 30.4680734 59.6451858)"
"сдт ""Уголёк"" 4-я линия","0","0","LINESTRING (30.4630278 59.64424749999998, 30.467424099999988 59.645678)"
"сдт «Звёздочка» 1-я линия","0","0","LINESTRING (30.4530951 59.655472, 30.4547802 59.656315699999986, 30.4570477 59.6574491, 30.4613316 59.65954319999999, 30.4636457 59.660669)"
"сдт «Звёздочка» 10-я линия","0","0","LINESTRING (30.461202799999988 59.65162409999997, 30.4649399 59.653449699999975, 30.4690813 59.65547079999999, 30.471500699999986 59.6566481)"
"сдт «Звёздочка» 11-я линия","0","0","LINESTRING (30.4723788 59.65620649999999, 30.4699496 59.6550144, 30.4658373 59.653008799999974, 30.4618441 59.65104039999997)"
"сдт «Звёздочка» 12-я линия","0","0","LINESTRING (30.4627503 59.650614, 30.466715 59.6525677, 30.47081479999999 59.65455969999997, 30.472891 59.6555884)"
"сдт «Звёздочка» 13-я линия","0","0","LINESTRING (30.4741274 59.65531989999999, 30.4716704 59.65411009999998, 30.4675884 59.65212089999998, 30.4639601 59.65033789999997)"
"сдт «Звёздочка» 14-я линия","0","0","LINESTRING (30.466812 59.65105679999998, 30.467099399999988 59.6511009, 30.467551699999987 59.65121079999997, 30.4684964 59.6516645, 30.4722613 59.65351009999998, 30.4724774 59.65354189999998, 30.472555199999988 59.6535961, 30.4725476 59.653649, 30.4752018 59.654942499999976)"
"сдт «Звёздочка» 2-я линия","0","0","LINESTRING (30.4541184 59.6551235, 30.4565424 59.65630889999998, 30.457921 59.65700309999997, 30.4621956 59.659089299999984, 30.4644577 59.6602095)"
"сдт «Звёздочка» 3-я линия","0","0","LINESTRING (30.4550077 59.65467609999998, 30.4588053 59.6565545, 30.4630414 59.658644799999976, 30.4655178 59.659851799999984)"
"сдт «Звёздочка» 4-я линия","0","0","LINESTRING (30.4558432 59.6542125, 30.4596602 59.656116, 30.4639173 59.65818449999998, 30.466215 59.65930739999999)"
"сдт «Звёздочка» 5-я линия","0","0","LINESTRING (30.4566834 59.65377089999997, 30.4605538 59.6556643, 30.464773 59.65773479999998, 30.467261499999985 59.65894119999997)"
"сдт «Звёздочка» 6-я линия","0","0","LINESTRING (30.457515 59.65327939999998, 30.4614079 59.65522619999997, 30.4656258 59.65728669999998, 30.467941799999988 59.65841459999998)"
"сдт «Звёздочка» 7-я линия","0","0","LINESTRING (30.4688647 59.657981599999985, 30.4665054 59.65682439999998, 30.4622832 59.65477649999997, 30.45828429999999 59.65281929999998)"
"сдт «Звёздочка» 8-я линия","0","0","LINESTRING (30.4591994 59.6524131, 30.463166099999984 59.65433989999997, 30.467370899999988 59.65636959999997, 30.4698448 59.65758379999998)"
"сдт «Звёздочка» 9-я линия","0","0","LINESTRING (30.470698499999987 59.65711949999997, 30.4682186 59.65592409999998, 30.4640778 59.653890199999985, 30.4602607 59.6520223)"
"сдт «Звёздочка» Рябиновая линия","0","0","MULTILINESTRING ((30.4570477 59.6574491, 30.457921 59.65700309999997, 30.4588053 59.6565545, 30.4596602 59.656116, 30.4605538 59.6556643, 30.4614079 59.65522619999997, 30.4622832 59.65477649999997, 30.463166099999984 59.65433989999997, 30.4640778 59.653890199999985, 30.4649399 59.653449699999975, 30.4658373 59.653008799999974, 30.466715 59.6525677, 30.4675884 59.65212089999998, 30.4684964 59.6516645), (30.454361299999984 59.658840399999974, 30.45524819999999 59.65836849999999, 30.4561544 59.65792309999997, 30.4570477 59.6574491))"
"сдт «Звёздочка» Цветочная линия","0","0","LINESTRING (30.4595729 59.660467399999966, 30.4604556 59.66000359999999, 30.4613316 59.65954319999999, 30.4621956 59.659089299999984, 30.4630414 59.658644799999976, 30.4639173 59.65818449999998, 30.464773 59.65773479999998, 30.4656258 59.65728669999998, 30.4665054 59.65682439999998, 30.467370899999988 59.65636959999997, 30.4682186 59.65592409999998, 30.4690813 59.65547079999999, 30.4699496 59.6550144, 30.47081479999999 59.65455969999997, 30.4716704 59.65411009999998, 30.4725476 59.653649)"
"сдт Павловское-1 1-я линия","0","0","LINESTRING (30.4951927 59.66463909999998, 30.494914799999982 59.667818199999985, 30.4946387 59.669944399999984)"
"сдт Павловское-1 10-я линия","0","0","LINESTRING (30.483951 59.6592625, 30.483859899999985 59.660423, 30.483627 59.662745499999964, 30.4833801 59.66508809999998, 30.48314859999999 59.66742169999998, 30.4830373 59.66844759999998, 30.4828664 59.669764499999985)"
"сдт Павловское-1 11-я линия","0","0","LINESTRING (30.48259129999998 59.6586053, 30.482428599999988 59.6603906, 30.4822208 59.66270389999997, 30.4819579 59.6650509, 30.4817195 59.66738119999999, 30.481581499999987 59.668415899999985)"
"сдт Павловское-1 12-я линия","0","0","LINESTRING (30.4830373 59.66844759999998, 30.481581499999987 59.668415899999985, 30.4814758 59.6684161, 30.480319299999987 59.66841859999998, 30.4802097 59.66839159999997, 30.4801829 59.6682914, 30.480267 59.66734949999998, 30.4805388 59.66499409999999, 30.4807816 59.662673, 30.48101 59.660342799999974, 30.4812289 59.65810089999999)"
"сдт Павловское-1 2-я линия","0","0","LINESTRING (30.4940378 59.664204699999985, 30.493675699999987 59.66778029999997, 30.4934654 59.67005129999998)"
"сдт Павловское-1 3-я линия","0","0","LINESTRING (30.4928324 59.66414169999999, 30.4924913 59.66775079999998, 30.4922258 59.670001)"
"сдт Павловское-1 4-я линия","0","0","LINESTRING (30.4910338 59.66996719999998, 30.491257899999987 59.66771419999998, 30.4915846 59.6640851)"
"сдт Павловское-1 5-я линия","0","0","LINESTRING (30.4904315 59.66402729999998, 30.4900619 59.667686599999975, 30.4898268 59.66993759999997)"
"сдт Павловское-1 6-я линия","0","0","LINESTRING (30.4893971 59.661982299999984, 30.4892948 59.66289569999997, 30.4892171 59.664003099999974, 30.489068499999984 59.6652454, 30.4888525 59.667570499999975, 30.4886209 59.6699027)"
"сдт Павловское-1 7-я линия","0","0","LINESTRING (30.4880639 59.66127259999997, 30.4878825 59.66286319999998, 30.4876152 59.665190599999974, 30.4873852 59.66751989999998, 30.4871873 59.66986019999999)"
"сдт Павловское-1 8-я линия","0","0","LINESTRING (30.4866865 59.66059229999998, 30.4864566 59.6628208, 30.4861848 59.665162, 30.485975899999985 59.6674871, 30.4857332 59.669855, 30.4853187 59.670029699999986, 30.4849044 59.67034869999998, 30.48471209999999 59.670545899999986, 30.4832143 59.67053589999998)"
"сдт Павловское-1 9-я линия","0","0","LINESTRING (30.48531619999999 59.66045, 30.4850314 59.66278269999997, 30.484801399999984 59.66512649999998, 30.4845757 59.6674542, 30.4843567 59.66980259999998)"
"сдт Павловское-2 0-я линия","0","0","MULTILINESTRING ((30.4644598 59.66196609999999, 30.4647004 59.662089299999984, 30.4656646 59.662556299999984, 30.4657772 59.6626213, 30.4658343 59.662674), (30.4658343 59.662674, 30.466989299999987 59.663239499999975, 30.468437799999986 59.66393569999999, 30.4723942 59.6658402, 30.475943899999987 59.667621799999964, 30.477444299999988 59.66831969999997))"
"сдт Павловское-2 1-я линия","0","0","LINESTRING (30.464067199999988 59.660877499999984, 30.4653282 59.6615038, 30.4693389 59.663442, 30.473277899999985 59.665369699999985, 30.4768656 59.6671398, 30.47948829999999 59.66843449999997)"
"сдт Павловское-2 10-я линия","0","0","LINESTRING (30.4717705 59.65677929999997, 30.4730996 59.657426, 30.4770772 59.659369499999976, 30.480674599999986 59.66112)"
"сдт Павловское-2 11-я линия","0","0","LINESTRING (30.4807596 59.6602734, 30.477949099999986 59.6589116, 30.4739523 59.65697859999999, 30.4725184 59.656275)"
"сдт Павловское-2 12-я линия","0","0","LINESTRING (30.4739372 59.65609719999997, 30.4748037 59.6565318, 30.4788461 59.658481, 30.4809052 59.65947509999999)"
"сдт Павловское-2 13-я линия","0","0","LINESTRING (30.48100229999999 59.65860759999999, 30.479689 59.6580252, 30.4756507 59.65608729999998, 30.4744279 59.655471599999984)"
"сдт Павловское-2 14-я линия","0","0","LINESTRING (30.475518099999984 59.6551042, 30.4765543 59.65561309999998, 30.4805496 59.65757129999997, 30.4811661 59.6578885)"
"сдт Павловское-2 2-я линия","0","0","LINESTRING (30.4649127 59.660422899999986, 30.4662054 59.66104359999998, 30.4701771 59.662989799999984, 30.4741438 59.66492739999998, 30.4777242 59.6666966, 30.4799968 59.66780829999997)"
"сдт Павловское-2 3-я линия","0","0","LINESTRING (30.465773199999987 59.65997629999996, 30.4670518 59.66059949999998, 30.4710548 59.662541699999984, 30.4749935 59.66447689999998, 30.478618 59.66623919999997, 30.4801594 59.66696179999999)"
"сдт Павловское-2 4-я линия","0","0","LINESTRING (30.4666489 59.659519399999986, 30.4679232 59.66014219999999, 30.471915099999986 59.662089, 30.4758998 59.664000499999965, 30.4794927 59.66578519999998, 30.4802299 59.66613959999997)"
"сдт Павловское-2 5-я линия","0","0","LINESTRING (30.4674924 59.6590532, 30.4687951 59.65968469999997, 30.4727846 59.661636, 30.4767414 59.66356309999997, 30.4802563 59.6652714)"
"сдт Павловское-2 6-я линия","0","0","LINESTRING (30.4682857 59.658582099999975, 30.4696399 59.6592415, 30.4736355 59.6611852, 30.47760249999999 59.66310679999999, 30.479964099999986 59.664271299999974)"
"сдт Павловское-2 7-я линия","0","0","LINESTRING (30.48039419999999 59.6636088, 30.47847929999999 59.6626459, 30.4744843 59.660734, 30.4705063 59.6587868, 30.4691522 59.65812269999998)"
"сдт Павловское-2 8-я линия","0","0","LINESTRING (30.4701734 59.657745, 30.4713713 59.6583329, 30.4753745 59.66027289999999, 30.4793088 59.66219919999999, 30.4805637 59.66284049999999)"
"сдт Павловское-2 9-я линия","0","0","LINESTRING (30.4806737 59.66200509999997, 30.4801684 59.661757899999984, 30.4762144 59.6598195, 30.472254499999988 59.657869499999975, 30.4709131 59.6572229)"
"сдт Павловское-2 Большая линия","0","0","LINESTRING (30.468437799999986 59.66393569999999, 30.4693389 59.663442, 30.4701771 59.662989799999984, 30.4710548 59.662541699999984, 30.471915099999986 59.662089, 30.4727846 59.661636, 30.4736355 59.6611852, 30.4744843 59.660734, 30.4753745 59.66027289999999, 30.4762144 59.6598195, 30.4770772 59.659369499999976, 30.477949099999986 59.6589116, 30.4788461 59.658481, 30.479689 59.6580252, 30.4805496 59.65757129999997)"
"сдт Павловское-2 Главная линия","0","0","LINESTRING (30.4644598 59.66196609999999, 30.464655 59.661857, 30.4653282 59.6615038, 30.4662054 59.66104359999998, 30.4670518 59.66059949999998, 30.4679232 59.66014219999999, 30.4687951 59.65968469999997, 30.4696399 59.6592415, 30.4705063 59.6587868, 30.4713713 59.6583329, 30.472254499999988 59.657869499999975, 30.4730996 59.657426, 30.4739523 59.65697859999999, 30.4748037 59.6565318, 30.4756507 59.65608729999998, 30.4765543 59.65561309999998)"
"сдт Павловское-2 Малая линия","0","0","LINESTRING (30.475943899999987 59.667621799999964, 30.4768656 59.6671398, 30.4777242 59.6666966, 30.478618 59.66623919999997, 30.4794927 59.66578519999998, 30.4802863 59.66538009999997)"
"сдт Павловское-2 Средняя линия","0","0","LINESTRING (30.4723942 59.6658402, 30.473277899999985 59.665369699999985, 30.4741438 59.66492739999998, 30.4749935 59.66447689999998, 30.4758998 59.664000499999965, 30.4767414 59.66356309999997, 30.47760249999999 59.66310679999999, 30.47847929999999 59.6626459, 30.4793088 59.66219919999999, 30.4801684 59.661757899999984)"
"сдт Пенсионер 5-я линия","0","0","LINESTRING (30.3958619 59.7326812, 30.3957962 59.73322039999997)"
"улица 2-я Линия","0","0","LINESTRING (30.3739072 59.66340169999999, 30.3711235 59.663195099999975, 30.3660908 59.662850599999985)"
"улица Александра Матросова","0","0","MULTILINESTRING ((30.4240787 59.675398299999976, 30.4239916 59.67528469999998, 30.423816899999988 59.67504079999998, 30.4236365 59.67474009999997, 30.4235023 59.6744541, 30.4234023 59.674260599999975, 30.423282699999987 59.67407929999998, 30.423102 59.6738929, 30.422536699999984 59.67342629999999, 30.422195699999982 59.6731805, 30.42173809999999 59.67287049999998, 30.4217143 59.67285429999997), (30.4095155 59.6554855, 30.409737799999984 59.65551079999998, 30.4099657 59.6555762, 30.4101719 59.65566139999997, 30.4115036 59.65636859999998, 30.412023 59.65658, 30.4125564 59.65674049999998, 30.4134664 59.6569919, 30.4143554 59.6572696, 30.4152136 59.65757609999997, 30.416054 59.6579565, 30.418387 59.659213799999975, 30.4195606 59.65991049999998, 30.4206165 59.66065289999999, 30.4209033 59.660894099999986), (30.4193819 59.66795659999998, 30.419532099999987 59.6677739, 30.4199532 59.667297, 30.420811499999985 59.666307199999984, 30.4213003 59.66573179999999, 30.4216198 59.665345099999975, 30.4217323 59.665198299999986, 30.421798699999986 59.665047499999986, 30.4219168 59.664500699999984, 30.42208319999999 59.663604), (30.41929049999999 59.66811839999998, 30.4193222 59.66805909999997, 30.4193819 59.66795659999998), (30.4191298 59.66843289999998, 30.41929049999999 59.66811839999998), (30.421373599999985 59.67263329999999, 30.4207605 59.67221, 30.4199154 59.67163689999999, 30.4192058 59.67115219999999, 30.4190511 59.67103209999997, 30.4189388 59.67091739999998, 30.4188715 59.67081389999998, 30.41883 59.67070369999997, 30.418813499999985 59.67059709999998, 30.418815299999984 59.670490399999984, 30.4189221 59.66970159999999, 30.4189471 59.66952339999999, 30.4190494 59.668727, 30.4190914 59.6685316, 30.4191298 59.66843289999998), (30.4217143 59.67285429999997, 30.421373599999985 59.67263329999999), (30.42208319999999 59.663604, 30.4221005 59.66322939999998, 30.422101499999986 59.6630509, 30.422083599999986 59.66289449999997, 30.4220286 59.6627422, 30.4219099 59.66253179999998, 30.4217519 59.66227589999998, 30.421474599999986 59.66181739999996, 30.4213145 59.66154), (30.4213145 59.66154, 30.4213003 59.66151159999998, 30.421215299999986 59.66131369999997), (30.4209033 59.660894099999986, 30.421068599999987 59.661083, 30.421215299999986 59.66131369999997))"
"улица Анны Зеленовой","0","0","LINESTRING (30.4730857 59.684139, 30.4730073 59.68404089999998, 30.4729763 59.68400209999999, 30.4724523 59.68352019999998, 30.4719521 59.6831242, 30.470546599999988 59.681852699999965, 30.4701546 59.68146209999996, 30.4692355 59.68069289999998, 30.4691605 59.680682799999985, 30.4688202 59.68039729999999)"
"улица Архитектора Данини","0","0","MULTILINESTRING ((30.4293889 59.693766, 30.429323799999985 59.69367089999997, 30.42926059999999 59.69358379999998, 30.429204 59.6935169, 30.429127299999983 59.69345049999998, 30.4289988 59.69337309999999, 30.4288302 59.6933121, 30.4286251 59.69326619999997, 30.4284088 59.69325309999997, 30.42815 59.69326419999997, 30.4277693 59.69331359999998, 30.4264461 59.69350769999997, 30.426031 59.693569599999975, 30.4256406 59.693625, 30.425182 59.69369419999998, 30.4249943 59.69372179999998, 30.4247372 59.69376039999999, 30.424302699999988 59.69382339999998, 30.4238872 59.6938844, 30.4229868 59.69401689999997, 30.4217994 59.69419079999999, 30.4171342 59.6948782, 30.4167587 59.69493349999997, 30.4144893 59.69526479999998, 30.41320119999999 59.695454, 30.4127182 59.6955195), (30.4293889 59.693766, 30.429565 59.69391069999999, 30.429708599999987 59.694130499999986, 30.4297488 59.6941858, 30.429835 59.69427729999998), (30.4292723 59.69429869999997, 30.429329 59.69420929999998, 30.4293926 59.69413249999998, 30.4294213 59.6940775, 30.429431499999986 59.69402389999997, 30.429414299999987 59.693933799999975, 30.4293889 59.693766))"
"улица Белых Ночей","0","0","LINESTRING (30.3620642 59.73471929999999, 30.362451699999987 59.7343526, 30.362571 59.73422339999997, 30.3630512 59.733652, 30.363397 59.7332932, 30.3636306 59.73303119999998, 30.3638684 59.732779399999984, 30.3643139 59.73225879999996)"
"улица Васенко","1","0.000758862125983292","MULTILINESTRING ((30.440622699999984 59.68626589999998, 30.4405882 59.68624609999998, 30.4402579 59.686055, 30.4401214 59.685978, 30.4399971 59.68590629999998, 30.4394243 59.685573199999986, 30.439332899999986 59.6855236, 30.43922 59.6854596, 30.4387364 59.68518169999999, 30.438659099999988 59.68513729999999, 30.438264299999986 59.68491039999998, 30.4375667 59.684509299999974, 30.437512499999986 59.6844782, 30.437449799999985 59.6844421, 30.4369443 59.68415439999997, 30.4365315 59.683914299999984, 30.435641 59.68340009999998, 30.43543389999999 59.683282099999985, 30.434917499999987 59.68298649999998, 30.4348389 59.68294119999999), (30.4348389 59.68294119999999, 30.4347703 59.68290179999998, 30.4342961 59.68262919999997, 30.4329048 59.681829299999976, 30.432812 59.681776))"
"улица Василия Шукшина","0","0","LINESTRING (30.323990799999986 59.73639189999997, 30.3232051 59.73664429999999, 30.322706099999987 59.7368893, 30.322374399999983 59.73714329999998, 30.322138899999988 59.73739009999998, 30.321935699999987 59.737724799999974, 30.321862 59.73801129999999, 30.3218371 59.7383269, 30.3218915 59.738503499999986, 30.321981099999984 59.7387055, 30.3221363 59.73898429999998, 30.3223857 59.7392707, 30.3225762 59.73943309999998, 30.3227797 59.73957819999997)"
"улица Вдохновения","0","0","LINESTRING (30.3259369 59.73843779999997, 30.3241797 59.73906909999999, 30.3227797 59.73957819999997, 30.3212749 59.740099199999975, 30.319801799999986 59.7406183, 30.318637 59.7410457, 30.3177799 59.74135029999997, 30.316745299999987 59.74172639999998, 30.316145099999986 59.74193849999999, 30.3151084 59.74231709999997, 30.3138626 59.742758, 30.312738 59.743164199999974, 30.3122356 59.74309, 30.311992899999986 59.7430542, 30.3100179 59.74279119999997, 30.30982 59.74276119999997, 30.3096396 59.74271149999998, 30.3095 59.742629, 30.308655 59.741794, 30.3077019 59.74088909999998, 30.3072302 59.740456899999984, 30.306887799999984 59.7401091, 30.30625949999999 59.73953, 30.305583 59.73885869999997, 30.3055728 59.738781)"
"улица Возрождения","0","0","MULTILINESTRING ((30.33853649999999 59.73429069999999, 30.338678 59.73439629999997, 30.338724 59.7344306, 30.338990899999988 59.734564, 30.3398282 59.73486469999999), (30.340987 59.7352935, 30.341306299999985 59.735405299999975, 30.3420017 59.735654699999984, 30.342266799999987 59.73574569999999, 30.343213899999988 59.73619239999998, 30.34324 59.736204, 30.3443567 59.73678469999997, 30.3447647 59.73697429999997, 30.344938199999987 59.737074499999984, 30.3452487 59.73721589999997), (30.3454595 59.7372961, 30.346308 59.73772919999998), (30.3398282 59.73486469999999, 30.3403955 59.7350683, 30.340987 59.7352935), (30.3452487 59.73721589999997, 30.3453853 59.73727579999998, 30.3454595 59.7372961), (30.346308 59.73772919999998, 30.3465599 59.73785039999997, 30.34723819999999 59.738182, 30.3482131 59.73862379999997))"
"улица Встреч","0","0","MULTILINESTRING ((30.3387105 59.73763649999999, 30.338620899999988 59.73781339999998, 30.338617199999987 59.73782079999997, 30.3383363 59.738195, 30.3381273 59.7384462, 30.337738399999985 59.73885669999998, 30.3374692 59.739067499999976, 30.3373067 59.73919369999999, 30.3372031 59.739268699999975, 30.33705769999999 59.7393627), (30.33546319999999 59.74014469999998, 30.3351039 59.74030889999999, 30.3335338 59.74098139999999, 30.33327219999999 59.741157799999975), (30.33705769999999 59.7393627, 30.336567299999988 59.739639, 30.3359096 59.73993179999997, 30.33546319999999 59.74014469999998))"
"улица Вячеслава Шишкова","0","0","MULTILINESTRING ((30.4060939 59.73795639999999, 30.4061152 59.737808, 30.4062241 59.73672449999997, 30.4062552 59.7363577, 30.406327799999985 59.735555, 30.4063375 59.7354744, 30.406374799999988 59.73516449999999, 30.406401199999983 59.73494459999998, 30.4064386 59.73483229999997), (30.4064386 59.73483229999997, 30.4062796 59.73471979999998, 30.4062378 59.734687499999986, 30.40559119999999 59.73418119999997, 30.4046884 59.733479799999984, 30.404603 59.73341459999998, 30.4044943 59.73332969999998, 30.404324399999986 59.733197, 30.4033424 59.73243009999999, 30.402478099999986 59.73174909999998, 30.40245679999999 59.73173239999998, 30.4023277 59.7316644), (30.3998069 59.73108739999997, 30.4004566 59.73108659999997, 30.4010743 59.731093399999985, 30.4012922 59.7311043, 30.401501 59.73113839999997, 30.4016716 59.73119989999997, 30.401823 59.73128639999997, 30.4021683 59.73155579999998, 30.402199399999986 59.731579299999986, 30.4023277 59.7316644), (30.398739599999985 59.73076469999999, 30.399404 59.731044, 30.3995121 59.7310687, 30.399654 59.731083199999986, 30.3998069 59.73108739999997))"
